지점명,주소,다행
금정지점,부산 금정구 중앙대로 1817,"18,820 "
잠실지점,경기 성남시 중원구 둔촌대로 555,"11,595 "
부산지점,"부산 수영구 광남로 42, 8층",810 
금정지점,경북 포항시 남구 철강로 403,"2,000 "
기업금융3실,울산 남구 용연로179번길 15,"10,000 "
동탄지점,경기 화성시 양감면 정문송산로 260,"20,000 "
도곡지점,서울 서초구 마방로 68,"68,655 "
울산지점,울산 울주군 두동면 봉계농공길 17-8,300 
울산지점,울산 남구 용잠로 353,"87,264 "
천안지점,충남 아산시 음봉면 산동안길 14,"21,136 "
대구지점,대구 달서구 성서4차첨단로 392,0 
군산지점,전북　군산시　중앙로　１가　１１－１,34 
여의도지점,서울 영등포구 국제금융로6길 42,"19,780 "
울산지점,울산 울주군 상북면 길천산업2길 24-19,350 
포항지점,경기 수원시 권선구 효원로266번길 25,"2,400 "
원주지점,강원 강릉시 강동면 단경로 114,"5,750 "
시화지점,"인천 연수구 갯벌로 129, 501호","14,507 "
충주지점,충북 진천군 이월면 진광로 487-25,"10,000 "
금남로지점,광주 북구 첨단벤처소로38번길 35,"5,483 "
강남지점,경기 화성시 서신면 백미길 46,700 
울산지점,울산 울주군 온산읍 우봉강양로 3-36,"204,714 "
서초지점,충남 당진시 면천면 면천로 183,"1,500 "
포항지점,경북 포항시 남구 장흥로 131,"7,500 "
대덕지점,서울 송파구 올림픽로35다길 13,"7,000 "
송도지점,인천 중구 신포로 4,"72,775 "
포항지점,"서울 마포구 새창로 7, 17층","4,188 "
서소문지점,충남 예산군 고덕면 호음덕령길 92,"2,000 "
영업부,서울 동작구 동작대로 35,"25,568 "
대구지점,경북 칠곡군 왜관읍 아곡6길 42,"2,700 "
아산지점,서울 서초구 사임당로 11,769 
종로지점,"서울 중구 세종대로 39, 7층","1,000 "
도곡지점,경기 여주시 세종대왕면 능서로 262,"1,600 "
기업금융4실,서울 강남구 테헤란로 516,"15,000 "
서초지점,서울 서초구 서운로1길 12,"26,800 "
마곡지점,서울 강남구 영동대로 229,"10,000 "
영업부,"서울 중구 을지로 100, B동 19층","94,166 "
경주지점,대구 중구 동성로 30,"10,000 "
,경기 화성시 정남면 구내길 81-9,"4,000 "
도곡지점,충북 진천군 이월면 장수로 354-11,"2,000 "
반포지점,"부산 부산진구 중앙대로 639, 18층","47,000 "
수원지점,인천 중구 북성포길 13,"5,392 "
대전지점,대전 서구 둔산서로 81,"64,721 "
시화지점,인천 서구 가좌로83번길 52,"24,167 "
금정지점,부산 금정구 반송로 365,"44,000 "
인천지점,경기 시흥시 희망공원로 99,"6,550 "
종로지점,경남 함안군 칠서면 공단동1길 71,"3,089 "
도곡지점,서울 서초구 효령로77길 28,"7,000 "
오창지점,강원 원주시 문막읍 동화공단로 94,300 
성서지점,대구 달성군 논공읍 논공로 529,"10,700 "
성동지점,전북 익산시 석암로17길 137,"5,500 "
서초지점,"서울 양천구 목동서로 159-1, 13층",404 
금남로지점,광주 동구 제봉로 225,"14,889 "
여의도지점,"서울 중구 소월로 8, 8층",484 
진주지점,경남 진주시 남강로1317번길 24,"20,302 "
인천지점,인천 중구 월미로 164,"3,596 "
인천지점,경기 안산시 단원구 해안로 256,"34,563 "
영업부,경기 용인시 처인구 백암면 덕평로 82,"67,049 "
성서지점,대구 달성군 논공읍 논공중앙로 395,"10,175 "
시화지점,충남 아산시 인주면 인주산단로 177-111,"17,978 "
포항지점,경북 포항시 남구 괴동로 112,"3,387 "
울산지점,경남 김해시 진영읍 본산2로 103,"1,520 "
구미지점,경북 구미시 1공단로7길 58-27,"29,401 "
판교지점,서울 동작구 여의대방로 112,"37,750 "
구미지점,경북 예천군 예천읍 농공단지길 9,0 
부천지점,서울 중구 을지로 16,"20,510 "
경산지점,경북 영천시 금호읍 금호로 320,0 
금천지점,서울 금천구 시흥대로27길 32,"70,000 "
종로지점,서울 중구 을지로 79,"553,451 "
포항지점,경북 포항시 북구 중흥로225번길 7-7,"1,180 "
수원지점,경기 평택시 포승읍 서둔물길 30-34,"3,038 "
여수지점,경남 김해시 진례면 진례로147번길 37,"3,500 "
마포지점,"서울 마포구 새창로 7, 6층, 7층, 8층","56,580 "
성서지점,대구 달성군 현풍읍 국가산단북로100길 40,"48,181 "
부산지점,부산 부산진구 황령대로 17,"17,000 "
시화지점,경기 시흥시 시화벤처로 249,"4,000 "
여수지점,전남 순천시 서면 산단4길 12,"12,000 "
용인지점,경기 용인시 처인구 포곡읍 금어로 405,"30,000 "
금천지점,인천 남동구 앵고개로622번길 29,900 
당진지점,충남 당진시 송악읍 틀모시로 355-64,"8,918 "
영업부,경기 안산시 단원구 원시로 7,0 
가산지점,서울 금천구 벚꽃로 278,"4,200 "
전주지점,대전 유성구 과학로 80-67,"106,000 "
인천지점,인천 중구 월미로 96,"100,913 "
서부산지점,전남 광양시 광양읍 초남공단2길 5,"13,596 "
목포지점,전남해남군해남읍성내리４,20 
시화지점,경기 시흥시 공단1대로27번길 47,"30,000 "
전주지점,"서울 종로구 종로1길 50, A동",0 
대전지점,충남 논산시 연무읍 황화로 107,285 
성서지점,대구 달성군 논공읍 논공중앙로 288,"4,915 "
경산지점,경북 경산시 진량읍 공단8로26길 40,"83,397 "
마포지점,서울 중구 소공로 94,"35,000 "
분당지점,강원 평창군 평창읍 농공단지길 23-21,"4,700 "
창원지점,충북 진천군 덕산읍 습지길 87,"22,775 "
압구정지점,"서울 강남구 영동대로96길 20, 2층","14,200 "
강남지점,서울 강남구 영동대로86길 12,"7,527 "
강남지점,"전북 전주시 완산구 기린대로 213, 14층 12호","9,000 "
송도지점,경기 시흥시 희망공원로 188,"4,150 "
강남지점,서울 강동구 풍성로63길 84,"43,964 "
여수지점,전남 광양시 옥곡면 신금산단1길 44-9,"2,000 "
김포지점,경기 김포시 통진읍 대서명로 50,"22,260 "
창원지점,경남 창원시 성산구 공단로 589,"18,000 "
마포지점,서울 영등포구 은행로 17,0 
원주지점,"경기 성남시 분당구 판교역로 230, 2층 209-1호",100 
압구정지점,서울 성북구 오패산로3길 104,"90,000 "
경산지점,경북 영천시 도남공단길 94-2,"31,039 "
도곡지점,경기 화성시 팔탄면 무하로 214,"15,000 "
구미지점,경기 성남시 분당구 판교로255번길 20,"10,000 "
종로지점,서울 중구 통일로 120,"303,036 "
화성지점,"서울 마포구 월드컵북로56길 9, 4층","9,700 "
시화지점,경기 안산시 단원구 장자골로 49,"16,461 "
금천지점,경기 용인시 기흥구 보정동 314번지,"6,000 "
구미지점,경북 구미시 1공단로6길 171,"2,590 "
군산지점,전북 김제시 백구면 번영로 2640-52,"2,600 "
여의도지점,"서울 중구 소공로 109, 3층","9,000 "
목포지점,전남진도군진도읍성내리６４－１,70 
구미지점,대구 서구 상중이동 1169-7번지,"7,000 "
평택지점,경기 평택시 오성면 서동대로 2047,"27,700 "
용인지점,경기 용인시 처인구 남사읍 형제로 5,"11,000 "
평택지점,충남 천안시 동남구 병천면 매봉로 308,"42,200 "
종로지점,경기 안산시 단원구 별망로 178,"59,721 "
대구지점,대구 달성군 논공읍 논공로 602,"14,257 "
압구정지점,서울 중구 퇴계로 390,"4,331 "
대구지점,대구 달성군 다사읍 세천로1길 52,"3,000 "
용인지점,울산 울주군 온산읍 당월로 322,"49,000 "
대전지점,대전 유성구 온천로 9,"1,351 "
금천지점,경기 용인시 기흥구 이현로30번길 107,"39,513 "
인천지점,인천 연수구 벤처로24번길 26,"35,000 "
반포지점,서울 강남구 테헤란로 509,"60,000 "
마포지점,서울 마포구 와우산로 121,"25,000 "
평택지점,경기 안성시 서운면 제3공단3길 53,"60,758 "
창원지점,경남 창원시 의창구 팔용로346번길 10,"3,967 "
아산지점,충남 천안시 동남구 양지5길 14,"4,700 "
인천지점,인천 중구 축항대로211번길 37,"61,875 "
종로지점,서울 서대문구 통일로 107-39,"37,500 "
대구지점,대구 달서구 호산동로 12-9,"4,860 "
,대구 달서구 월암동 914-7,0 
아산지점,경기 안성시 미양면 미양로 156,"2,000 "
서초지점,"인천 연수구 컨벤시아대로42번길 20, 302동 303호",0 
목포지점,전남 나주시 남평읍 나주호로 442-129,"7,000 "
시화지점,서울 금천구 남부순환로 1350,"10,000 "
안양지점,경기 안산시 단원구 당곡로 17,"129,717 "
동탄지점,경기 화성시 삼성1로4길 48,"11,000 "
진주지점,서울 강남구 강남대로 656,"14,716 "
,경기 용인시 처인구 이동읍 서리로 76,"1,000 "
마포지점,"서울 마포구 상암산로 34, 11층, 12층","3,743 "
성서지점,대구 달서구 성서공단북로 105,"3,300 "
여수지점,전남 광양시 광양읍 인덕로 1077,"2,390 "
포항지점,경북 포항시 남구 제철동 470번지,"30,000 "
가산지점,서울 강남구 테헤란로 132,"74,650 "
일산지점,서울 강남구 논현로 566,500 
구미지점,"경북 구미시 4공단로 325, 제1동","15,500 "
목포지점,전남 목포시 항동 6번지,"2,000 "
서초지점,서울 중구 퇴계로36가길 80,"2,000 "
구미지점,경북 문경시 호계면 태봉1길 5,"3,000 "
반포지점,"서울 송파구 법원로 114, B동 14층","10,000 "
전주지점,전북 군산시 외항7길 20,"10,700 "
반포지점,광주 광산구 하남산단9번로 110,"20,880 "
서초지점,"서울 강남구 학동로31길 12, 4층","10,000 "
남울산지점,울산 동구 미포1길 2,"18,000 "
진주지점,경남 하동군 금남면 섬진강대로 861,0 
금정지점,경남 김해시 진영읍 서부로179번길 90,"29,833 "
강남지점,경기 안산시 단원구 시화로 38,"20,000 "
인천지점,인천 서구 가재울로 38,"8,366 "
금천지점,인천 남동구 남동서로 380,"49,404 "
성동지점,경기 안양시 동안구 부림로170번길 41-22,0 
화성지점,경북 구미시 옥계2공단로5길 7,"1,650 "
청주지점,충북 진천군 진천읍 부영길 49,0 
아산지점,부산 연제구 세병로 39,"5,000 "
종로지점,서울 용산구 한강대로 100,"35,000 "
남울산지점,울산 울주군 웅촌면 탑걸길 17,720 
춘천지점,서울 종로구 율곡로2길 7,"1,488 "
평택지점,경기 평택시 세교산단로 3,"4,924 "
금남로지점,광주 북구 양일로 159-30,"7,720 "
시화지점,경기 안산시 단원구 만해로229번길 20,"22,073 "
구미지점,경북 구미시 3공단3로 46-79,"19,000 "
용인지점,"서울 서초구 강남대로 241, 16층",0 
,서울 강남구 도산대로 144,11 
군산지점,"전북 익산시 석암로9길 141, 1층",396 
잠원지점,서울 강남구 논현로 555,950 
서초지점,경남 양산시 산막공단북4길 13,"5,000 "
,경기 용인시 구성면 죽리 17-2,0 
천안지점,충남 천안시 동남구 수신면 수신로 496,"3,645 "
압구정지점,"서울 강남구 학동로 206, 3층","1,862 "
부천지점,인천 남동구 앵고개로490번길 145,"2,000 "
마곡지점,서울 종로구 청계천로 11,0 
부천지점,경기 부천시 오정로134번길 9-10,"7,090 "
인천지점,인천 중구 월미로 116,"81,766 "
서부산지점,부산 강서구 미음산단4로 25,"1,371 "
시화지점,경기 안산시 단원구 시화호수로 485,"29,263 "
성동지점,서울 성동구 왕십리로 46,"7,000 "
강남지점,충남 서산시 대산읍 죽엽로 363,"15,350 "
경주지점,경북 경주시 외동읍 외동농공단지길 26-8,"43,746 "
동탄지점,경기 평택시 진위면 마산12로 21,"80,000 "
한티지점,대구 달성군 유가읍 비슬로96길 97,"40,000 "
강남지점,서울 강남구 도산대로 536,"35,000 "
해운대지점,경북 포항시 남구 철강산단로 202,"9,000 "
용인지점,"서울 강남구 테헤란로 137, 16-20층","138,895 "
충주지점,충북 음성군 음성읍 중리길43번길 52,"4,496 "
창원지점,경남 창원시 성산구 공단로 52,"55,000 "
경산지점,경북 경산시 남천면 산전길 33-22,250 
여의도지점,대구 달성군 논공읍 논공로87길 88,"5,000 "
산본지점,경기 용인시 기흥구 중부대로 672-12,993 
성서지점,경북 포항시 남구 대송면 철강산단로66번길 89,"2,000 "
노원지점,경기 용인시 기흥구 하갈로 110,"41,000 "
서초지점,충남 보령시 주교면 관창공단길 50,"52,673 "
서초지점,서울 강남구 논현로 703,"3,000 "
전주지점,대구 중구 명덕로 85,"49,686 "
여수지점,"전남 고흥군 도양읍 비봉로 266-16, 2층 204호",200 
천안지점,충남 천안시 서북구 입장면 연곡길 443,"20,000 "
시화지점,경기 안성시 죽산면 용대길 38-9,"21,213 "
기업금융4실,경기 평택시 포승읍 평택항로 92,"43,833 "
영업부,서울 강서구 마곡중앙8로 78,"29,884 "
시화지점,경기 시흥시 엠티브이27로 30,"25,251 "
영업부,"서울 종로구 인사동7길 12, 12층","98,000 "
성동지점,서울 강남구 언주로133길 7,"26,022 "
해양산업금융실,부산 중구 해관로 89,"22,340 "
경주지점,경북 경주시 내남면 명계3산단로 90,"9,607 "
성동지점,"서울 강남구 테헤란로34길 6, 8층 801호","5,000 "
의정부지점,충남 공주시 유구읍 유구마곡사로 136-24,0 
천안지점,"부산 연제구 중앙대로 1079, 6층","52,482 "
울산지점,서울 서초구 마방로6길 17,"19,000 "
당진지점,"경기 시흥시 군자천로 171, 504호","33,443 "
시화지점,경기 안산시 단원구 지원로 45,"73,275 "
분당지점,경기 성남시 중원구 갈마치로 322,"4,800 "
김해지점,충남 당진시 송산면 무수들길 370,"31,000 "
인천지점,인천　중구　신흥동　3가　7,17 
수원지점,경기 평택시 서탄면 발안로 1082,"4,500 "
여의도지점,경기 이천시 대월면 경충대로1937번길 57,"12,000 "
서초지점,"경기 성남시 분당구 수내로46번길 4, 4층","7,000 "
김해지점,경기 화성시 팔탄면 현대기아로 72-37,"11,200 "
노원지점,경기 양주시 은현면 그루고개로 366,"59,855 "
