은행명(1),ⓐ지로코드(2),지로코드 수정,특/광/도(9),구/시/군(10),구/읍/면/동(11),도로명(19),건물번호 등(20),결합주소_temp,결합주소,depth_1,depth_2,depth_3,From_금결
SC제일은행,233291,0233291,서울특별시,용산구,원효로,청파로,72,서울특별시 용산구 청파로,서울특별시 용산구 청파로 72,서울,용산구,이촌동,서울　용산구　이촌동　３０１－８７　　１，２층　　　　　　　　　　　　　　　　　　　　　　　　　　　
SC제일은행,233550,0233550,서울특별시,구로구,개봉동,개봉로,Jan-33,서울특별시 구로구 개봉로,서울특별시 구로구 개봉로 12055,NAN,NAN,NAN,서울　구로구개봉동４０３의８４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
SC제일은행,234038,0234038,서울특별시,양천구,신월동,오목로,53,서울특별시 양천구 오목로,서울특별시 양천구 오목로 53,서울,양천구,목동,서울　양천구목동７９２　　５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
SC제일은행,234135,0234135,대구광역시,동구,신천동,동부로,153,대구광역시 동구 동부로,대구광역시 동구 동부로 153,서울,강서구,공항동,서울　강서구　공항동　３２－３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
SC제일은행,235011,0235011,부산광역시,중구,창선동2가,중구로,01월 16일,부산광역시 중구 중구로,부산광역시 중구 중구로 44577,부산,중구,중앙동3가,부산시　중구중앙동３가１８　　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
SC제일은행,235082,0235082,부산광역시,동래구,온천동,금강공원로,42,부산광역시 동래구 금강공원로,부산광역시 동래구 금강공원로 42,부산,동래구,온천동,부산광역시　동래구　온천장로　１１５　포르투나아파트　상가２층　　　　　　　　　　　　　　　　　　　
SC제일은행,235396,0235396,경상남도,김해시,외동,전하로304번길,24,경상남도 김해시 전하로304번길,경상남도 김해시 전하로304번길 24,NAN,NAN,NAN,서울　종로구　공평동　한국스탠다드차타드은행　본점　１００번지　　　　　　　　　　　　　　　　　　　
SC제일은행,235435,0235435,세종특별자치시,0,가람동,금송로,687,세종특별자치시 0 금송로,세종특별자치시 0 금송로 687,NAN,NAN,NAN,서울　종로구　공평동　한국스탠다드차타드은행　본점　１００번지　　　　　　　　　　　　　　　　　　　
SC제일은행,236337,0236337,인천광역시,계양구,작전2동,게양대로,28,인천광역시 계양구 게양대로,인천광역시 계양구 게양대로 28,인천,계양구,작전동,인천시　계양구　작전동　８６６－１３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
SC제일은행,237569,0237569,경상북도,상주시,만산동,북천로,09월 17일,경상북도 상주시 북천로,경상북도 상주시 북천로 44821,경북,구미시,송정동,경북　구미시송정동４６의２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
SC제일은행,237802,0237802,울산광역시,남구,신정동,문수로,14,울산광역시 남구 문수로,울산광역시 남구 문수로 14,울산,남구,옥동,울산광역시　남구　문수로　３７７（옥동）　센트럴더하임시티　２０９호　　　　　　　　　　　　　　　　
KEB하나은행,813598,0813598,서울특별시,영등포구,여의도동,63로 50 (여의도동)   ,63빌딩 1F ,서울특별시 영등포구 63로 50 (여의도동)   ,서울특별시 영등포구 63로 50 (여의도동)    63빌딩 1F ,서울,영등포구,여의도동,서울　영등포구　여의도동　６３대한생명빌딩　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,813983,0813983,서울특별시,강남구,논현동,선릉로 663 (논현동)   ,  ,서울특별시 강남구 선릉로 663 (논현동)   ,서울특별시 강남구 선릉로 663 (논현동)      ,서울,강남구,삼성동,서울특별시　강남구　선릉로　６５２　１층，　２층　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,812159,0812159,서울특별시,서초구,서초동,강남대로 459 (서초동)   ,  ,서울특별시 서초구 강남대로 459 (서초동)   ,서울특별시 서초구 강남대로 459 (서초동)      ,서울,서초구,반포동,서울특별시　서초구　반포동　１８－３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,815761,0815761,서울특별시,성북구,안암동5가,인촌로 73 (안암동5가)   ,고대병원내  ,서울특별시 성북구 인촌로 73 (안암동5가)   ,서울특별시 성북구 인촌로 73 (안암동5가)    고대병원내  ,서울,성북구,안암동5가,서울특별시　성북구　고려대로　７３　　고대병원내　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,815839,0815839,서울특별시,관악구,봉천동,남부순환로 1922 (봉천동)   ,2F,서울특별시 관악구 남부순환로 1922 (봉천동)   ,서울특별시 관악구 남부순환로 1922 (봉천동)    2F,서울,관악구,봉천동,서울시　관악구　봉천동　１６５９－２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,817400,0817400,대전광역시,유성구,지족동,지족로 365 (지족동)   ,"리젠시프라자 1,2F ",대전광역시 유성구 지족로 365 (지족동)   ,"대전광역시 유성구 지족로 365 (지족동)    리젠시프라자 1,2F ",충북,청주시 흥덕구,가경동,충북　청주시　흥덕구　가경동　１７０３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,812133,0812133,서울특별시,강남구,일원1동,일원로 37 (일원동)   ,"1, 2F ",서울특별시 강남구 일원로 37 (일원동)   ,"서울특별시 강남구 일원로 37 (일원동)    1, 2F ",서울,서초구,반포동,서울특별시　서초구　반포동　１８－３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,818535,0818535,서울특별시,강남구,대치동,삼성로 401 (대치동)   ,  ,서울특별시 강남구 삼성로 401 (대치동)   ,서울특별시 강남구 삼성로 401 (대치동)      ,서울,마포구,상암동,서울　마포구　상암동　１６０１번지　（ＫＧＩＴ빌딩　내）　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,812418,0812418,서울특별시,서초구,방배3동,방배로 22 (방배동)   ,"삼원상가 1, 2F",서울특별시 서초구 방배로 22 (방배동)   ,"서울특별시 서초구 방배로 22 (방배동)    삼원상가 1, 2F",서울,노원구,중계동,서울　노원구　중계１동　３６０－１５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,817769,0817769,서울특별시,중구,남대문로4가,세종대로 39 (남대문로4가)   ,1F  ,서울특별시 중구 세종대로 39 (남대문로4가)   ,서울특별시 중구 세종대로 39 (남대문로4가)    1F  ,서울,중구,남대문로4가,서울　중구　남대문로４가　４５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,811396,0811396,서울특별시,강남구,신사동,압구정로 156 (신사동)   ,"카로시티2 1, 2F",서울특별시 강남구 압구정로 156 (신사동)   ,"서울특별시 강남구 압구정로 156 (신사동)    카로시티2 1, 2F",서울,강남구,신사동,서울　강남구　신사동　５７９번지　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,816061,0816061,충청북도,청주시 흥덕구,사창동,사직대로 142 (사창동)   ,덕우빌딩  ,충청북도 청주시 흥덕구 사직대로 142 (사창동)   ,충청북도 청주시 흥덕구 사직대로 142 (사창동)    덕우빌딩  ,충북,청주시 서원구,사창동,충북　청주시　흥덕구　사창동　２６１－５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,818739,0818739,인천광역시,연수구,송도동,송도국제도로157,오네스타,인천광역시 연수구 송도국제도로157,인천광역시 연수구 송도국제도로157 오네스타,인천,연수구,송도동,인천광역시　연수구　송도국제대로　１５７（송도동）　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,801885,0801885,서울특별시,금천구,시흥동,시흥대로 218 (시흥동),인덕빌딩,서울특별시 금천구 시흥대로 218 (시흥동),서울특별시 금천구 시흥대로 218 (시흥동) 인덕빌딩,서울,금천구,시흥동,서울특별시　금천구　시흥대로　２１０　１층，　２층　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,814021,0814021,경기도,안산시 단원구,고잔동,예술대학로 17 (고잔동)   ,"중앙노블레스빌딩 1,2F ",경기도 안산시 단원구 예술대학로 17 (고잔동)   ,"경기도 안산시 단원구 예술대학로 17 (고잔동)    중앙노블레스빌딩 1,2F ",경기,안산시 단원구,고잔동,경기　안산시　고잔동　５３４－３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,812065,0812065,서울특별시,강남구,논현동,언주로 730 (논현동)   ,동익빌딩 1F ,서울특별시 강남구 언주로 730 (논현동)   ,서울특별시 강남구 언주로 730 (논현동)    동익빌딩 1F ,서울,영등포구,여의도동,서울　영등포구　여의도동　２０　ＬＧ트윈타워빌딩　동관３층　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,812117,0812117,서울특별시,도봉구,쌍문동,삼양로 600 (쌍문동)   ,동아타운 1F ,서울특별시 도봉구 삼양로 600 (쌍문동)   ,서울특별시 도봉구 삼양로 600 (쌍문동)    동아타운 1F ,서울,도봉구,쌍문동,서울특별시　도봉구　삼양로　５３８－５（쌍문동）　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,816922,0816922,충청북도,청주시 상당구,율량동,공항로 126 (율량동)   ,  ,충청북도 청주시 상당구 공항로 126 (율량동)   ,충청북도 청주시 상당구 공항로 126 (율량동)      ,충북,청주시 청원구,율량동,충북　청주시　상당구　율량동　８９４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,813954,0813954,서울특별시,은평구,신사동,갈현로 1 (신사동)   ,  ,서울특별시 은평구 갈현로 1 (신사동)   ,서울특별시 은평구 갈현로 1 (신사동)      ,서울,강동구,명일동,서울　강동구　명일１동　３５３－３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,812939,0812939,서울특별시,은평구,응암동,응암로 217 (응암동)   ,  ,서울특별시 은평구 응암로 217 (응암동)   ,서울특별시 은평구 응암로 217 (응암동)      ,서울,은평구,응암동,서울특별시　은평구　응암로　２５８　２층　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,813789,0813789,서울특별시,서초구,잠원동,"나루터로4길 28 (잠원동, 신반포8차한신APT)  ",  ,"서울특별시 서초구 나루터로4길 28 (잠원동, 신반포8차한신APT)  ","서울특별시 서초구 나루터로4길 28 (잠원동, 신반포8차한신APT)     ",서울,서초구,잠원동,서울특별시　서초구　잠원로　９４（잠원동），　한신빌딩　１층　　　　　　　　　　　　　　　　　　　　
KEB하나은행,805386,0805386,서울특별시,종로구,공평동,삼봉로 94 (수송동)   ,2F  ,서울특별시 종로구 삼봉로 94 (수송동)   ,서울특별시 종로구 삼봉로 94 (수송동)    2F  ,경기,용인시 기흥구,서천동,경기　용인시　기흥구　덕영대로　１７３２　（서천동）　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,805182,0805182,충청남도,천안시 동남구,용곡동,용곡2길 141 (용곡동)   ,  ,충청남도 천안시 동남구 용곡2길 141 (용곡동)   ,충청남도 천안시 동남구 용곡2길 141 (용곡동)      ,NAN,NAN,NAN,충남　천안시　동남구　용곡２길　１４１　（용곡동）　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,805111,0805111,서울특별시,성북구,안암동5가,인촌로22길 6-3 (안암동5가)   ,고려대학교내 하나스퀘어 B1F ,서울특별시 성북구 인촌로22길 6-3 (안암동5가)   ,서울특별시 성북구 인촌로22길 6-3 (안암동5가)    고려대학교내 하나스퀘어 B1F ,서울,성북구,안암동5가,서울특별시　성북구　고려대로　２２길　６－７　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,812638,0812638,서울특별시,강남구,청담동,선릉로 762 (청담동)   ,  ,서울특별시 강남구 선릉로 762 (청담동)   ,서울특별시 강남구 선릉로 762 (청담동)      ,서울,강남구,청담동,서울특별시　강남구　선릉로　８０６　킹콩빌딩　２층　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,801445,0801445,서울특별시,동대문구,휘경동,망우로 64 (휘경동), ,서울특별시 동대문구 망우로 64 (휘경동),서울특별시 동대문구 망우로 64 (휘경동)  ,부산,연제구,연산동,부산　연제구　반송로　１０　（연산동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
KEB하나은행,814364,0814364,경기도,고양시 일산동구,일산3동,일산로 589 (일산동)   ,현대프라자 2F ,경기도 고양시 일산동구 일산로 589 (일산동)   ,경기도 고양시 일산동구 일산로 589 (일산동)    현대프라자 2F ,경기,안산시 단원구,고잔동,안산시　고잔동　５１９－１　안산상공회의소　１층　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,30562,0030562,서울특별시,용산구,이태원동,보광로,128-5,서울특별시 용산구 보광로,서울특별시 용산구 보광로 128-5,서울,용산구,이태원동,서울특별시　용산구　이태원로２７나길　４０　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,30643,0030643,서울특별시,서초구,서초동,강남대로,403,서울특별시 서초구 강남대로,서울특별시 서초구 강남대로 403,NAN,NAN,NAN,서울특별시　서초구　서초대로　７７길　１７，　１，２층（서초동，　Ｂｌｏｃｋ７７빌딩）　　　　　　　
기업은행,30672,0030672,서울특별시,서초구,반포동,신반포로,143,서울특별시 서초구 신반포로,서울특별시 서초구 신반포로 143,서울,서초구,잠원동,서울특별시　서초구　반포대로　３０４　（잠원동）　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,30782,0030782,서울특별시,구로구,구로동,디저털로32길,55,서울특별시 구로구 디저털로32길,서울특별시 구로구 디저털로32길 55,서울,구로구,구로동,서울특별시　구로구　디지털로３２길　５５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,31066,0031066,서울특별시,구로구,온수동,부일로1길,869,서울특별시 구로구 부일로1길,서울특별시 구로구 부일로1길 869,서울,구로구,온수동,서울특별시　구로구　부일로１길　２６－１３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,31406,0031406,서울특별시,영등포구,당산동6가,양평로,48,서울특별시 영등포구 양평로,서울특별시 영등포구 양평로 48,서울,영등포구,양평동5가,서울특별시　영등포구　양평로　２５길　８，　２층（양평동５가，　어반３２２）　　　　　　　　　　　　
기업은행,31655,0031655,경기도,성남시,중원구,둔촌대로,8,경기도 성남시 둔촌대로,경기도 성남시 둔촌대로 8,경기,성남시 중원구,상대원동,경기도　성남시　중원구　둔촌대로４５７번길　８　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,32052,0032052,서울특별시,영등포구,도림동,도신로60길,89,서울특별시 영등포구 도신로60길,서울특별시 영등포구 도신로60길 89,서울,노원구,공릉동,서울특별시　노원구　공릉로　１４７　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,32612,0032612,서울특별시,광진구,화양동,아찬산로,237,서울특별시 광진구 아찬산로,서울특별시 광진구 아찬산로 237,서울,광진구,화양동,서울특별시　광진구　아차산로　２３７　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,32829,0032829,서울특별시,노원구,상계동,덕릉로,826,서울특별시 노원구 덕릉로,서울특별시 노원구 덕릉로 826,서울,성동구,마장동,서울특별시　성동구　마장로　３０９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,33815,0033815,인천광역시,연수구,동춘동,수인선길,248,인천광역시 연수구 수인선길,인천광역시 연수구 수인선길 248,인천,연수구,연수동,인천광역시　연수구　청능대로　１０９，　２층（연수동，　탑피온빌딩）　　　　　　　　　　　　　　　　
기업은행,34348,0034348,인천광역시,남동구,구월동,인하로,4,인천광역시 남동구 인하로,인천광역시 남동구 인하로 4,인천,남동구,구월동,인천광역시　남동구　선수촌공원로１７번길　２８，　２층（구월동，　타워일레븐）　　　　　　　　　　　
기업은행,34539,0034539,부산광역시,강서구,송정동,녹산산단335로,12월 03일,부산광역시 강서구 녹산산단335로,부산광역시 강서구 녹산산단335로 44898,부산,강서구,송정동,부산광역시　강서구　녹산산단３３５로　１２－３　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,34542,0034542,경기도,포천시,소흘읍,솔모루로,08월 22일,경기도 포천시 솔모루로,경기도 포천시 솔모루로 44795,경기,포천시,소흘읍 송우리,경기도　포천시　소흘읍　솔모루로　１８－１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,34568,0034568,경기도,안산시,상록구,해안로237번길,705,경기도 안산시 해안로237번길,경기도 안산시 해안로237번길 705,경기,안산시 상록구,사동,경기도　안산시　상록구　해안로　７０５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,34953,0034953,부산광역시,기장군,정관면,산단1로,May-98,부산광역시 기장군 산단1로,부산광역시 기장군 산단1로 35916,부산,기장군,정관읍 달산리,부산광역시　기장군　정관면　산단１로　９８－５　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,34979,0034979,충청북도,청주시,청원구,중심상업로,Jun-51,충청북도 청주시 중심상업로,충청북도 청주시 중심상업로 18780,충북,청주시 청원구,오창읍 양청리,충청북도　청주시　청원구　오창읍　중심상업로　５１－６　　　　　　　　　　　　　　　　　　　　　　　
기업은행,35059,0035059,경기도,용인시,기흥구,동백5로,11월 21일,경기도 용인시 동백5로,경기도 용인시 동백5로 44886,경기,용인시 기흥구,청덕동,경기도　용인시　기흥구　구성로　３５７　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,35347,0035347,서울특별시,용산구,원효로3가,원료호,142,서울특별시 용산구 원료호,서울특별시 용산구 원료호 142,서울,용산구,원효로3가,서울특별시　용산구　원효로　１４２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,35567,0035567,경기도,용인시,기흥구,서천로127번길,03월 03일,경기도 용인시 서천로127번길,경기도 용인시 서천로127번길 44623,경기,용인시 기흥구,서천동,경기도　용인시　기흥구　서천로１２７번길　３－３　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,35790,0035790,대구광역시,달성군,논공읍,논공중앙로33길,07월 09일,대구광역시 달성군 논공중앙로33길,대구광역시 달성군 논공중앙로33길 44751,대구,달성군,논공읍 북리,대구광역시　달성군　논공읍　논공중앙로３３길　７－９　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,35800,0035800,경상남도,창원시,반림동,원이대로473번길,08월 19일,경상남도 창원시 원이대로473번길,경상남도 창원시 원이대로473번길 44792,대구,달성군,논공읍 북리,대구광역시　달성군　논공읍　논공중앙로３３길　７－９　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,35813,0035813,경상남도,창원시,마산회원구,광려천동로,12월 10일,경상남도 창원시 광려천동로,경상남도 창원시 광려천동로 44905,경남,창원시 마산회원구,내서읍 용담리,경상남도　창원시　마산회원구　내서읍　함마대로　２５２３　　　　　　　　　　　　　　　　　　　　　　
기업은행,36058,0036058,경기도,시흥시,정왕동 ,서해안로,18-44,경기도 시흥시 서해안로,경기도 시흥시 서해안로 18-44,경기,시흥시,정왕동,경기도　시흥시　서해안로　８１－４４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,36184,0036184,경상북도,칠곡군,왜관읍,공단로4길,12월 18일,경상북도 칠곡군 공단로4길,경상북도 칠곡군 공단로4길 44913,경북,칠곡군,왜관읍 금산리,경상북도　칠곡군　왜관읍　공단로４길　１８－１２　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,36236,0036236,강원도,원주시,반곡동,삼보로,32,강원도 원주시 삼보로,강원도 원주시 삼보로 32,NAN,NAN,NAN,강원도　원주시　삼보로　３２（반곡동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,38399,0038399,서울특별시,강남구,도곡동,남부순환로,2804,서울특별시 강남구 남부순환로,서울특별시 강남구 남부순환로 2804,서울,강남구,도곡동,서울특별시　강남구　언주로３０길　２１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,39178,0039178,경기도,양주시,광사동,고읍남로,06월 06일,경기도 양주시 고읍남로,경기도 양주시 고읍남로 44718,경기,양주시,광사동,경기도　양주시　고읍남로　６－６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
기업은행,39699,0039699,경기도,고양시,덕양구,통이로,140,경기도 고양시 통이로,경기도 고양시 통이로 140,경기,고양시 덕양구,동산동,경기도　고양시　덕양구　통일로　１４０　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,64130,0064130,서울,중구,을지로동,청계천로,152,서울 중구 청계천로,서울 중구 청계천로 152,서울,중구,충무로3가,서울　중구　충무로３가　５７－８（점번：４１２７）　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,64279,0064279,서울,광진구,중곡제1동,면목로,119-1,서울 광진구 면목로,서울 광진구 면목로 119-1,서울,도봉구,창동,서울　도봉구　도봉로　４９４　（창동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,48279,0048279,서울,마포구,용강동,마포대로,Aug-63,서울 마포구 마포대로,서울 마포구 마포대로 23224,서울,마포구,도화동,서울　마포구　마포대로　６３－８，　１층　（도화동，삼창빌딩）　　　　　　　　　　　　　　　　　　　
국민은행,40947,0040947,서울,강서구,화곡본동,까치산로,59,서울 강서구 까치산로,서울 강서구 까치산로 59,서울,성북구,보문동7가,서울　성북구　보문로　３４　（보문동７가）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,198572,0198572,경기,성남시 분당구,삼평동,판교로255번길,09월 22일,경기 성남시 분당구 판교로255번길,경기 성남시 분당구 판교로255번길 44826,경기,성남시 분당구,삼평동,경기도　성남시　분당구　판교로　２５５번길　９－２２　우림더블유시티　１０３호　　　　　　　　　　　
국민은행,190101,0190101,경기,성남시 수정구,위례동,위례서일로3길,04월 28일,경기 성남시 수정구 위례서일로3길,경기 성남시 수정구 위례서일로3길 44679,서울,영등포구,여의도동,영등포구　국제금융로８길２６　국민은행　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,45793,0045793,전남,광양시,금호동,희망길,12월 14일,전남 광양시 희망길,전남 광양시 희망길 44909,광주,남구,봉선동,광주광역시　남구　봉선로　１６８（봉선동，봉선센트럴）　　　　　　　　　　　　　　　　　　　　　　　
국민은행,46417,0046417,경북,울진군,북면,울진북로,Jan-72,경북 울진군 울진북로,경북 울진군 울진북로 62824,경북,포항시 북구,죽도동,경상북도　포항시　북구　중흥로　１７１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,196668,0196668,부산,기장군,장안읍,길천길,Jan-96,부산 기장군 길천길,부산 기장군 길천길 35065,서울,용산구,용산동5가,서울용산구　용산동５가２４번지　용산파크타워１０２동　상가내　　　　　　　　　　　　　　　　　　　　
국민은행,197528,0197528,대구,수성구,만촌2동,무열로,56,대구 수성구 무열로,대구 수성구 무열로 56,NAN,NAN,NAN,　대구　수성구　무열로　５６，　사서함　５０３－１７호　（만촌동）　　　　　　　　　　　　　　　　　
국민은행,68071,0068071,대구,남구,대명10동,대명로,157,대구 남구 대명로,대구 남구 대명로 157,대구,북구,복현동,대구　북구　동북로　２３４　（복현동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,198161,0198161,경남,진주시,금산면,송백로,46,경남 진주시 송백로,경남 진주시 송백로 46,NAN,NAN,NAN,경남　진주시　금산면　송백로　４６　（속사리）　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,199348,0199348,경남,창원시 진해구,병암동,진희로,111,경남 창원시 진해구 진희로,경남 창원시 진해구 진희로 111,NAN,NAN,NAN,경상남도　창원시　진해구　진희로　１１１　（경화동　１００７－１２）　　　　　　　　　　　　　　　　
국민은행,192293,0192293,경기,수원시 장안구,정자3동,만석로19번길,11월 02일,경기 수원시 장안구 만석로19번길,경기 수원시 장안구 만석로19번길 44867,경기,수원시 장안구,천천동,경기　수원시　장안구　만석로１９번길　１１－２　（천천동）　　　　　　　　　　　　　　　　　　　　　
국민은행,40646,0040646,서울,송파구,잠실4동,올림픽로,329,서울 송파구 올림픽로,서울 송파구 올림픽로 329,NAN,NAN,NAN,서울　송파구　올림픽로　３２９，　상가　２층　（신천동，미성아파트）　　　　　　　　　　　　　　　　
국민은행,41072,0041072,부산,동구,좌천동,중앙대로,409,부산 동구 중앙대로,부산 동구 중앙대로 409,부산,부산진구,부전동,부산　부산진구　새싹로　２　（부전동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,48509,0048509,서울,용산구,이태원제2동,회나무로,4,서울 용산구 회나무로,서울 용산구 회나무로 4,NAN,NAN,NAN,서울　용산구　회나무로　４，　육군중앙경리단내　（이태원동）　　　　　　　　　　　　　　　　　　　　
국민은행,43229,0043229,경기,하남시,신장2동,대청로116번길,01월 30일,경기 하남시 대청로116번길,경기 하남시 대청로116번길 44591,경기,부천시,중동,경기　부천시　원미구　길주로　２３５，　１층　（중동，하나빌딩）　　　　　　　　　　　　　　　　　　
국민은행,194741,0194741,충남,계룡시,금암동,장안로,Mar-59,충남 계룡시 장안로,충남 계룡시 장안로 21610,부산,해운대구,우동,부산　해운대구　마린시티３로　１，　１층　（우동，썬프라자）　　　　　　　　　　　　　　　　　　　　
국민은행,199908,0199908,경북,포항시 남구,오천읍,충무로,70,경북 포항시 남구 충무로,경북 포항시 남구 충무로 70,NAN,NAN,NAN,경상북도　포항시　남구　오천읍　충무로　７０　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,190787,0190787,부산,강서구,녹산동,녹산산단335로,12월 24일,부산 강서구 녹산산단335로,부산 강서구 녹산산단335로 44919,부산,강서구,송정동,부산광역시　강서구　녹산산단３３５로　２４－１２，　２층　　　　　　　　　　　　　　　　　　　　　　
국민은행,64978,0064978,서울,노원구,상계6.7동,동일로,1403,서울 노원구 동일로,서울 노원구 동일로 1403,NAN,NAN,NAN,서울　노원구　동일로　１４０３　（상계동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,198527,0198527,세종,세종시,도담동,절재로,180,세종 세종시 절재로,세종 세종시 절재로 180,NAN,NAN,NAN,세종특별자치시　　절재로　１８０，　１０２호　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,69096,0069096,경남,양산시,덕계동,덕계로,34,경남 양산시 덕계로,경남 양산시 덕계로 34,경남,양산시,덕계동,경남　양산시　번영로１１（덕계동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,69465,0069465,부산,해운대구,우제1동,중동1로,10,부산 해운대구 중동1로,부산 해운대구 중동1로 10,부산,해운대구,우동,부산　해운대로　６３２（우동，　깨끗한　빌딩）　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,42806,0042806,경기,군포시,궁내동,산본천로,Jun-43,경기 군포시 산본천로,경기 군포시 산본천로 15858,경기,군포시,산본동,경기　군포시　산본천로　４３－６，　１층　（산본동，한숲스포츠센타）　　　　　　　　　　　　　　　　
국민은행,40578,0040578,서울,도봉구,도봉제1동,도봉로,769,서울 도봉구 도봉로,서울 도봉구 도봉로 769,서울,마포구,공덕동,서울　마포구　마포대로　１５５，　１층　（공덕동，ＬＧ마포빌딩）　　　　　　　　　　　　　　　　　　
국민은행,65605,0065605,부산,북구,덕천제2동,만덕대로,01월 22일,부산 북구 만덕대로,부산 북구 만덕대로 44583,NAN,NAN,NAN,부산　북구　만덕대로　２２－１　（덕천동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,40963,0040963,서울,강남구,논현2동,언주로,735,서울 강남구 언주로,서울 강남구 언주로 735,서울,강남구,신사동,서울　강남구　도산대로　２３７（신사동）　현대벨로스　２층　　　　　　　　　　　　　　　　　　　　　
국민은행,40675,0040675,서울,영등포구,여의동,여의나루로,27,서울 영등포구 여의나루로,서울 영등포구 여의나루로 27,서울,영등포구,여의도동,서울　영등포구　여의나루로　５０（여의도동，한국교직원공제회관）　　　　　　　　　　　　　　　　　　
