은행명(1),ⓐ지로코드(2),특/광/도(9),구/시/군(10),구/읍/면/동(11),도로명(19),건물번호 등(20),결합주소_temp,결합주소,depth_1,depth_2,depth_3
산업은행,27164,서울특별시,금천구,가산동,가산디지털1로,128,서울특별시 금천구 가산디지털1로,서울특별시 금천구 가산디지털1로 128,서울,금천구,가산동
산업은행,27025,서울특별시,강남구,삼성동,영동대로,508,서울특별시 강남구 영동대로,서울특별시 강남구 영동대로 508,서울,강남구,삼성동
산업은행,27384,경상북도,경산시,정평동,대학로,73,경상북도 경산시 대학로,경상북도 경산시 대학로 73,경북,경산시,정평동
산업은행,27533,경상북도,경주시,성동동,화랑로,125,경상북도 경주시 화랑로,경상북도 경주시 화랑로 125,경북,경주시,성동동
산업은행,27601,광주광역시,광산구,우산동,무진대로,261,광주광역시 광산구 무진대로,광주광역시 광산구 무진대로 261,광주,광산구,우산동
산업은행,28503,경상북도,구미시,송정동,송정대로,107,경상북도 구미시 송정대로,경상북도 구미시 송정대로 107,경북,구미시,송정동
산업은행,28804,전라북도,군산시,수송동,월명로,206,전라북도 군산시 월명로,전라북도 군산시 월명로 206,전북,군산시,수송동
산업은행,27355,광주광역시,동구,금남로5가,금남로,168,광주광역시 동구 금남로,광주광역시 동구 금남로 168,광주,동구,금남로5가
산업은행,27834,부산광역시,금정구,구서동,중앙대로,1817,부산광역시 금정구 중앙대로,부산광역시 금정구 중앙대로 1817,부산,금정구,구서동
산업은행,27012,서울특별시,금천구,독산동,시흥대로,488,서울특별시 금천구 시흥대로,서울특별시 금천구 시흥대로 488,서울,금천구,독산동
산업은행,27067,경기도,김포시,감정동,중봉로,15,경기도 김포시 중봉로,경기도 김포시 중봉로 15,경기,김포시,감정동
산업은행,28121,경상남도,김해시,내동,내외중앙로,81,경상남도 김해시 내외중앙로,경상남도 김해시 내외중앙로 81,경남,김해시,내동
산업은행,27342,울산광역시,남구,삼산동,화합로,162,울산광역시 남구 화합로,울산광역시 남구 화합로 162,울산,남구,삼산동
산업은행,27038,서울특별시,노원구,상계동,노해로,467,서울특별시 노원구 노해로,서울특별시 노원구 노해로 467,서울,노원구,상계동
산업은행,27847,부산광역시,강서구,송정동,녹산산단335로,04월 19일,부산광역시 강서구 녹산산단335로,부산광역시 강서구 녹산산단335로 1205,NAN,NAN,NAN
산업은행,28710,충청남도,당진시,읍내동,당진중앙2로,211-15,충청남도 당진시 당진중앙2로,충청남도 당진시 당진중앙2로 211-15,충남,당진시,읍내동
산업은행,27708,대구광역시,중구,동인동2가,국채보상로,648,대구광역시 중구 국채보상로,대구광역시 중구 국채보상로 648,대구,중구,동인동2가
산업은행,27449,대전광역시,유성구,관평동,테크노4로,105,대전광역시 유성구 테크노4로,대전광역시 유성구 테크노4로 105,대전,유성구,관평동
산업은행,27300,대전광역시,서구,둔산동,둔산서로,137,대전광역시 서구 둔산서로,대전광역시 서구 둔산서로 137,대전,서구,둔산동
산업은행,27177,서울특별시,강남구,대치동,남부순환로,2947,서울특별시 강남구 남부순환로,서울특별시 강남구 남부순환로 2947,서울,강남구,대치동
산업은행,27054,서울특별시,강남구,도곡동,언주로30길,21,서울특별시 강남구 언주로30길,서울특별시 강남구 언주로30길 21,서울,강남구,도곡동
산업은행,27096,서울특별시,중구,신당동,다산로,289,서울특별시 중구 다산로,서울특별시 중구 다산로 289,서울,중구,신당동
산업은행,27368,경기도,화성시,반송동,동탄솔빛로,51,경기도 화성시 동탄솔빛로,경기도 화성시 동탄솔빛로 51,경기,화성시,반송동
산업은행,27520,경상남도,창원시 마산회원구,석전동,3.15대로,700,경상남도 창원시 마산회원구 3.15대로,경상남도 창원시 마산회원구 3.15대로 700,경남,창원시 마산회원구,석전동
산업은행,23155,서울특별시,마포구,서교동,양화로,127,서울특별시 마포구 양화로,서울특별시 마포구 양화로 127,서울,마포구,서교동
산업은행,28901,전라남도,목포시,상동,백년대로,306,전라남도 목포시 백년대로,전라남도 목포시 백년대로 306,전남,목포시,상동
산업은행,23443,경기도,안산시 단원구,신길동,중앙대로,415,경기도 안산시 단원구 중앙대로,경기도 안산시 단원구 중앙대로 415,경기,안산시 단원구,신길동
산업은행,27083,서울특별시,서초구,반포동,반포대로,287,서울특별시 서초구 반포대로,서울특별시 서초구 반포대로 287,서울,서초구,반포동
산업은행,27805,부산광역시,중구,중앙동2가,대청로,136,부산광역시 중구 대청로,부산광역시 중구 대청로 136,부산,중구,중앙동2가
산업은행,27135,경기도,부천시,상동,송내대로,88,경기도 부천시 송내대로,경기도 부천시 송내대로 88,경기,부천시,상동
산업은행,27151,인천광역시,부평구,삼산동,길주로,635,인천광역시 부평구 길주로,인천광역시 부평구 길주로 635,인천,부평구,삼산동
산업은행,28626,경기도,성남시,분당구 서현동,서현로,200,경기도 성남시 서현로,경기도 성남시 서현로 200,경기,성남시 분당구,서현동
산업은행,27245,경기도,군포시,산본동,산본천로,Jun-43,경기도 군포시 산본천로,경기도 군포시 산본천로 15858,NAN,NAN,NAN
산업은행,23317,서울특별시,중구,서소문동,서소문로,115,서울특별시 중구 서소문로,서울특별시 중구 서소문로 115,서울,중구,서소문동
산업은행,27041,서울특별시,서초구,서초동,서초대로78길,5,서울특별시 서초구 서초대로78길,서울특별시 서초구 서초대로78길 5,서울,서초구,서초동
산업은행,23281,서울특별시,성동구,성수동2가,성수이로20길,3,서울특별시 성동구 성수이로20길,서울특별시 성동구 성수이로20길 3,서울,성동구,성수동2가
산업은행,27711,대구광역시,달서구,월암동,성서공단로,114,대구광역시 달서구 성서공단로,대구광역시 달서구 성서공단로 114,대구,달서구,월암동
산업은행,27290,인천광역시,연수구,송도동,인천타워대로,99,인천광역시 연수구 인천타워대로,인천광역시 연수구 인천타워대로 99,인천,연수구,송도동
산업은행,28600,경기도,수원시,팔달구 인계동,효원로,295,경기도 수원시 효원로,경기도 수원시 효원로 295,경기,수원시 팔달구,인계동
산업은행,28406,경기도,시흥시,정왕동,정왕대로,188,경기도 시흥시 정왕대로,경기도 시흥시 정왕대로 188,경기,시흥시,정왕동
산업은행,23320,서울특별시,종로구,신문로1가,새문안로,75,서울특별시 종로구 새문안로,서울특별시 종로구 새문안로 75,서울,종로구,신문로1가
산업은행,27229,충청남도,아산시,모종동,번영로234번길,2,충청남도 아산시 번영로234번길,충청남도 아산시 번영로234번길 2,충남,아산시,모종동
산업은행,28451,경기도,안산시,단원구 고잔동,광덕대로,271,경기도 안산시 광덕대로,경기도 안산시 광덕대로 271,경기,안산시 단원구,고잔동
산업은행,28613,경기도,안양시,동안구 부림동,부림로169번길,42,경기도 안양시 부림로169번길,경기도 안양시 부림로169번길 42,경기,안양시 동안구,관양동
산업은행,23113,서울특별시,강남구,신사동,논현로,878,서울특별시 강남구 논현로,서울특별시 강남구 논현로 878,서울,강남구,신사동
산업은행,27371,경상남도,양산시,중부동,양산역6길,9,경상남도 양산시 양산역6길,경상남도 양산시 양산역6길 9,경남,양산시,중부동
산업은행,27287,서울특별시,양천구,신정동,목동로,203,서울특별시 양천구 목동로,서울특별시 양천구 목동로 203,서울,양천구,신정동
산업은행,28202,전라남도,여수시,학동,시청로,30,전라남도 여수시 시청로,전라남도 여수시 시청로 30,전남,여수시,학동
산업은행,23126,서울특별시,영등포구,여의도동,의사당대로,97,서울특별시 영등포구 의사당대로,서울특별시 영등포구 의사당대로 97,서울,영등포구,여의도동
산업은행,23100,서울특별시,영등포구,여의도동,은행로,14,서울특별시 영등포구 은행로,서울특별시 영등포구 은행로 14,서울,영등포구,여의도동
산업은행,27261,충청북도,청주시,청원구 오창읍,중심상업로,47,충청북도 청주시 중심상업로,충청북도 청주시 중심상업로 47,충북,청주시 청원구,오창읍 양청리
산업은행,28684,경기도,용인시,기흥구 중동,동백중앙로,269,경기도 용인시 동백중앙로,경기도 용인시 동백중앙로 269,경기,용인시 기흥구,중동
산업은행,27902,울산광역시,남구,신정동,봉월로,56,울산광역시 남구 봉월로,울산광역시 남구 봉월로 56,울산,남구,신정동
산업은행,27423,강원도,원주시,단구동,서원대로,502,강원도 원주시 서원대로,강원도 원주시 서원대로 502,강원,원주시,단구동
산업은행,27452,경기도,의정부시,의정부동,시민로,31,경기도 의정부시 시민로,경기도 의정부시 시민로 31,경기,의정부시,의정부동
산업은행,27180,서울특별시,동작구,사당동,동작대로,89,서울특별시 동작구 동작대로,서울특별시 동작구 동작대로 89,서울,동작구,사당동
산업은행,23249,서울특별시,용산구,이촌동,이촌로,166,서울특별시 용산구 이촌로,서울특별시 용산구 이촌로 166,서울,용산구,이촌동
산업은행,27106,인천광역시,남동구,구월동,미래로,42,인천광역시 남동구 미래로,인천광역시 남동구 미래로 42,인천,남동구,구월동
산업은행,28655,경기도,고양시,일산동구 장항동,중앙로,1201,경기도 고양시 중앙로,경기도 고양시 중앙로 1201,경기,고양시 일산동구,장항동
산업은행,23168,서울특별시,송파구,신천동,올림픽로,289,서울특별시 송파구 올림픽로,서울특별시 송파구 올림픽로 289,서울,송파구,신천동
산업은행,27258,서울특별시,서초구,잠원동,강남대로,565,서울특별시 서초구 강남대로,서울특별시 서초구 강남대로 565,서울,서초구,잠원동
산업은행,27504,전라북도,전주시,완산구 경원동1가,전라감영5길,18,전라북도 전주시 전라감영5길,전라북도 전주시 전라감영5길 18,전북,전주시 완산구,경원동1가
산업은행,27232,경기도,성남시,분당구 정자동,성남대로,393,경기도 성남시 성남대로,경기도 성남시 성남대로 393,경기,성남시 분당구,정자동
산업은행,28956,제주특별자치도,제주시,일도1동,관덕로,44,제주특별자치도 제주시 관덕로,제주특별자치도 제주시 관덕로 44,제주특별자치도,제주시,일도일동
산업은행,23252,서울특별시,종로구,관철동,청계천로,85,서울특별시 종로구 청계천로,서울특별시 종로구 청계천로 85,서울,종로구,관철동
산업은행,28118,경상남도,진주시,평안동,향교로,3,경상남도 진주시 향교로,경상남도 진주시 향교로 3,경남,진주시,평안동
산업은행,28105,경상남도,창원시,성산구 상남동,상남로,25,경상남도 창원시 상남로,경상남도 창원시 상남로 25,경남,창원시 성산구,상남동
산업은행,28707,충청남도,천안시,동남구 신부동,만남로,82,충청남도 천안시 만남로,충청남도 천안시 만남로 82,충남,천안시 동남구,신부동
산업은행,27203,충청북도,청주시,상당구 북문로1가,성안로,16,충청북도 청주시 성안로,충청북도 청주시 성안로 16,충북,청주시 상당구,북문로1가
산업은행,27517,강원도,춘천시,온의동,방송길,104,강원도 춘천시 방송길,강원도 춘천시 방송길 104,강원,춘천시,온의동
산업은행,27216,충청북도,충주시,연수동,계명대로,195,충청북도 충주시 계명대로,충청북도 충주시 계명대로 195,충북,충주시,연수동
산업은행,28590,경기도,성남시,분당구 운중동,운중로,128,경기도 성남시 운중로,경기도 성남시 운중로 128,경기,성남시 분당구,운중동
산업은행,28639,경기도,평택시,합정동,평택5로20번길,39,경기도 평택시 평택5로20번길,경기도 평택시 평택5로20번길 39,경기,평택시,합정동
산업은행,28309,경상북도,포항시,북구 죽도동,중흥로,156,경상북도 포항시 중흥로,경상북도 포항시 중흥로 156,경북,포항시 북구,죽도동
산업은행,27973,서울특별시,강남구,대치동,도곡로,408,서울특별시 강남구 도곡로,서울특별시 강남구 도곡로 408,서울,강남구,대치동
산업은행,27850,부산광역시,해운대구,우동,센텀동로,25,부산광역시 해운대구 센텀동로,부산광역시 해운대구 센텀동로 25,부산,해운대구,우동
산업은행,28671,경기도,화성시,향남읍,발안로,107,경기도 화성시 발안로,경기도 화성시 발안로 107,경기,화성시,향남읍 행정리
농협은행,100007,서울특별시,종로구,세종로,청와대로,1,서울특별시 종로구 청와대로,서울특별시 종로구 청와대로 1,서울,종로구,세종로
농협은행,100036,충청남도,당진시,송악읍,북부산업로,1480,충청남도 당진시 북부산업로,충청남도 당진시 북부산업로 1480,충남,당진시,송악읍 고대리
농협은행,100049,경상남도,진주시,충무공동,사들로123번길,32,경상남도 진주시 사들로123번길,경상남도 진주시 사들로123번길 32,경남,진주시,충무공동
농협은행,100052,세종특별자치시,,나성동,노을4로,13,세종특별자치시  노을4로,세종특별자치시  노을4로 13,NAN,NAN,NAN
농협은행,100065,경기도,평택시,안중읍,서동대로,1531,경기도 평택시 서동대로,경기도 평택시 서동대로 1531,경기,평택시,안중읍 학현리
농협은행,100159,세종특별자치시,,종촌동,도움3로,105-7,세종특별자치시  도움3로,세종특별자치시  도움3로 105-7,세종특별자치시,,종촌동
농협은행,100162,경상북도,경산시,사동,백자로,75,경상북도 경산시 백자로,경상북도 경산시 백자로 75,경북,경산시,사동
농협은행,100175,세종특별자치시,,아름동,보듬3로,91,세종특별자치시  보듬3로,세종특별자치시  보듬3로 91,세종특별자치시,,아름동
농협은행,100188,서울특별시,강남구,자곡동,자곡로,180,서울특별시 강남구 자곡로,서울특별시 강남구 자곡로 180,서울,강남구,자곡동
농협은행,100191,충청북도,청주시,흥덕구,대농로,88,충청북도 청주시 대농로,충청북도 청주시 대농로 88,충북,청주시 흥덕구,복대동
농협은행,100201,전라북도,전주시,완산구,농생명로,300,전라북도 전주시 농생명로,전라북도 전주시 농생명로 300,전북,전주시 덕진구,중동
농협은행,100214,세종특별자치시,,반곡동,시청대로,370,세종특별자치시  시청대로,세종특별자치시  시청대로 370,세종특별자치시,,반곡동
농협은행,100227,세종특별자치시,,어진동,한누리대로,486,세종특별자치시  한누리대로,세종특별자치시  한누리대로 486,세종특별자치시,,어진동
농협은행,100230,제주특별자치도,제주시,이도이동,연삼로,473,제주특별자치도 제주시 연삼로,제주특별자치도 제주시 연삼로 473,제주특별자치도,제주시,이도이동
농협은행,100243,세종특별자치시,,어진동,도움5로,20,세종특별자치시  도움5로,세종특별자치시  도움5로 20,세종특별자치시,,어진동
농협은행,100269,부산광역시,남구,문현동,수영로,11,부산광역시 남구 수영로,부산광역시 남구 수영로 11,부산,남구,문현동
농협은행,100298,전라남도,나주시,빛가람동,문화로,227,전라남도 나주시 문화로,전라남도 나주시 문화로 227,전남,나주시,빛가람동
농협은행,100311,서울특별시,영등포구,여의도동,여의대로,60,서울특별시 영등포구 여의대로,서울특별시 영등포구 여의대로 60,서울,영등포구,여의도동
농협은행,100324,충청북도,음성군,맹동면,용두로,54,충청북도 음성군 용두로,충청북도 음성군 용두로 54,충북,음성군,맹동면 두성리
농협은행,100379,인천광역시,연수구,송도동,송도과학로27번길 ,55,인천광역시 연수구 송도과학로27번길 ,인천광역시 연수구 송도과학로27번길  55,인천,연수구,송도동
농협은행,100612,전라북도,전주시,덕진구,백제대로,751,전라북도 전주시 백제대로,전라북도 전주시 백제대로 751,전북,전주시 덕진구,인후동2가
농협은행,100625,대전광역시,중구,대사동,계룡로,933,대전광역시 중구 계룡로,대전광역시 중구 계룡로 933,대전,중구,대사동
농협은행,100638,광주광역시,서구,화정동 ,상무대로 ,1046,광주광역시 서구 상무대로 ,광주광역시 서구 상무대로  1046,광주,서구,화정동
농협은행,100654,광주광역시,서구,치평동,상무자유로,139,광주광역시 서구 상무자유로,광주광역시 서구 상무자유로 139,광주,서구,치평동
농협은행,100667,부산광역시,부산진구,양정동,진연로,15,부산광역시 부산진구 진연로,부산광역시 부산진구 진연로 15,부산,부산진구,양정동
농협은행,100683,경기도,수원시,영통구,반달로7번길,16,경기도 수원시 반달로7번길,경기도 수원시 반달로7번길 16,경기,수원시 영통구,영통동
농협은행,100696,전라남도,무안군,삼향읍,오룡길,1,전라남도 무안군 오룡길,전라남도 무안군 오룡길 1,전남,무안군,삼향읍 남악리
농협은행,100719,부산광역시,남구,문현동,문현금융로,40,부산광역시 남구 문현금융로,부산광역시 남구 문현금융로 40,부산,남구,문현동
농협은행,100722,광주광역시,서구,풍암동,풍암1로21번길,7,광주광역시 서구 풍암1로21번길,광주광역시 서구 풍암1로21번길 7,광주,서구,풍암동
농협은행,100735,서울특별시,영등포구,여의도동,63로,50,서울특별시 영등포구 63로,서울특별시 영등포구 63로 50,서울,영등포구,여의도동
농협은행,100748,부산광역시,강서구,대저1동,낙동북로,477,부산광역시 강서구 낙동북로,부산광역시 강서구 낙동북로 477,부산,강서구,대저1동
농협은행,100764,경기도,수원시,장안구,대평로90번길,32,경기도 수원시 대평로90번길,경기도 수원시 대평로90번길 32,경기,수원시 장안구,정자동
농협은행,100777,경기도,수원시,영통구,광교로,105,경기도 수원시 광교로,경기도 수원시 광교로 105,경기,수원시 영통구,이의동
농협은행,100780,경기도,용인시,수지구,포은대로,435,경기도 용인시 포은대로,경기도 용인시 포은대로 435,경기,용인시 수지구,풍덕천동
농협은행,100793,제주특별자치도,제주시,노형동,연북로,46,제주특별자치도 제주시 연북로,제주특별자치도 제주시 연북로 46,제주특별자치도,제주시,노형동
농협은행,100816,대구광역시,수성구,만촌동,화랑로,50,대구광역시 수성구 화랑로,대구광역시 수성구 화랑로 50,대구,수성구,만촌동
농협은행,100832,인천광역시,서구,경서동,환경로,42,인천광역시 서구 환경로,인천광역시 서구 환경로 42,인천,서구,경서동
농협은행,100845,경상북도,포항시,남구,포스코대로,131,경상북도 포항시 포스코대로,경상북도 포항시 포스코대로 131,경북,포항시 남구,이동
농협은행,100858,경기도,안산시,단원구,광덕1로,61,경기도 안산시 광덕1로,경기도 안산시 광덕1로 61,경기,안산시 단원구,초지동
농협은행,100861,서울특별시,양천구,목동,오목로,325,서울특별시 양천구 오목로,서울특별시 양천구 오목로 325,서울,양천구,목동
농협은행,100874,서울특별시,서초구,양재동,강남대로,27,서울특별시 서초구 강남대로,서울특별시 서초구 강남대로 27,서울,서초구,양재동
농협은행,100887,경기도,시흥시,정왕3동,정왕대로,64,경기도 시흥시 정왕대로,경기도 시흥시 정왕대로 64,경기,시흥시,정왕동
농협은행,100913,경기도,안산시,상록구,석호로,110,경기도 안산시 석호로,경기도 안산시 석호로 110,경기,안산시 상록구,사동
농협은행,100926,경기도,안산시,단원구,화랑로,260,경기도 안산시 화랑로,경기도 안산시 화랑로 260,경기,안산시 단원구,초지동
농협은행,100939,대구광역시,북구,동천동,팔거천동로,221,대구광역시 북구 팔거천동로,대구광역시 북구 팔거천동로 221,대구,북구,동천동
농협은행,100942,경기도,수원시,영통구,중부대로448번길,97,경기도 수원시 중부대로448번길,경기도 수원시 중부대로448번길 97,경기,수원시 영통구,원천동
농협은행,100955,제주특별자치도,제주시,연동,문연로,6,제주특별자치도 제주시 문연로,제주특별자치도 제주시 문연로 6,제주특별자치도,제주시,연동
농협은행,100971,경상남도,김해시,삼계동,가야로38번길,2,경상남도 김해시 가야로38번길,경상남도 김해시 가야로38번길 2,경남,김해시,삼계동
농협은행,100984,경기도,안산시,단원구,동산로,57,경기도 안산시 동산로,경기도 안산시 동산로 57,경기,안산시 단원구,원시동
농협은행,101006,충청북도,청주시,상당구,중고개로,330,충청북도 청주시 중고개로,충청북도 청주시 중고개로 330,충북,청주시 상당구,금천동
농협은행,101035,경기도,고양시,덕양구,화신로260번길,66,경기도 고양시 화신로260번길,경기도 고양시 화신로260번길 66,경기,고양시 덕양구,화정동
농협은행,101048,경기도,군포시,당동,고산로,265,경기도 군포시 고산로,경기도 군포시 고산로 265,경기,군포시,당동
농협은행,101051,경기도,부천시,원미구,상일로,124,경기도 부천시 상일로,경기도 부천시 상일로 124,경기,부천시,상동
농협은행,101064,경기도,부천시,원미구,송내대로,388,경기도 부천시 송내대로,경기도 부천시 송내대로 388,경기,부천시,약대동
농협은행,101080,경기도,수원시,팔달구,향교로,37,경기도 수원시 향교로,경기도 수원시 향교로 37,경기,수원시 팔달구,매산로2가
농협은행,101093,경기도,수원시,팔달구,인계로,178,경기도 수원시 인계로,경기도 수원시 인계로 178,경기,수원시 팔달구,인계동
농협은행,101103,경기도,시흥시,정왕4동,함송로,18,경기도 시흥시 함송로,경기도 시흥시 함송로 18,경기,시흥시,정왕동
농협은행,101132,강원도,춘천시,온의동,경춘로,2342,강원도 춘천시 경춘로,강원도 춘천시 경춘로 2342,강원,춘천시,온의동
농협은행,101145,충청북도,청주시,흥덕구,사운로,266,충청북도 청주시 사운로,충청북도 청주시 사운로 266,충북,청주시 흥덕구,운천동
농협은행,101158,충청북도,청주시,상당구,무농정로,32,충청북도 청주시 무농정로,충청북도 청주시 무농정로 32,충북,청주시 상당구,방서동
농협은행,101161,충청남도,천안시,서북구,월봉로,94,충청남도 천안시 월봉로,충청남도 천안시 월봉로 94,충남,천안시 서북구,쌍용동
농협은행,101187,전라북도,전주시,완산구,거마평로,67,전라북도 전주시 거마평로,전라북도 전주시 거마평로 67,전북,전주시 완산구,삼천동1가
농협은행,101190,전라북도,전주시,덕진구,건산로,240,전라북도 전주시 건산로,전라북도 전주시 건산로 240,전북,전주시 덕진구,인후동1가
농협은행,101200,전라남도,여수시,여서동,여서1로,58,전라남도 여수시 여서1로,전라남도 여수시 여서1로 58,전남,여수시,여서동
농협은행,101242,경상남도,창원시,상남동,마디미로21번길,17,경상남도 창원시 마디미로21번길,경상남도 창원시 마디미로21번길 17,경남,창원시 성산구,상남동
농협은행,101271,서울특별시,마포구,공덕동,마포대로,127,서울특별시 마포구 마포대로,서울특별시 마포구 마포대로 127,서울,마포구,공덕동
농협은행,101297,서울특별시,노원구,상계6동,노해로,456,서울특별시 노원구 노해로,서울특별시 노원구 노해로 456,서울,노원구,상계동
농협은행,101417,서울특별시,종로구,숭인동,종로,394,서울특별시 종로구 종로,서울특별시 종로구 종로 394,서울,종로구,숭인동
농협은행,101433,서울특별시,강남구,신사동,논현로,838,서울특별시 강남구 논현로,서울특별시 강남구 논현로 838,서울,강남구,신사동
농협은행,101446,서울특별시,서초구,서초동,강남대로,351,서울특별시 서초구 강남대로,서울특별시 서초구 강남대로 351,서울,서초구,서초동
농협은행,101488,서울특별시,서초구,방배동,동작대로,132,서울특별시 서초구 동작대로,서울특별시 서초구 동작대로 132,서울,서초구,방배동
농협은행,101491,서울특별시,광진구,구의동,자양로,126,서울특별시 광진구 자양로,서울특별시 광진구 자양로 126,서울,광진구,구의동
농협은행,101501,서울특별시,동대문구,장안동,장한로,6,서울특별시 동대문구 장한로,서울특별시 동대문구 장한로 6,서울,동대문구,장안동
농협은행,101527,서울특별시,강서구,화곡4동,곰달래로,253,서울특별시 강서구 곰달래로,서울특별시 강서구 곰달래로 253,서울,강서구,화곡동
농협은행,101530,서울특별시,강서구,등촌3동,강서로,396,서울특별시 강서구 강서로,서울특별시 강서구 강서로 396,서울,강서구,등촌동
농협은행,101543,서울특별시,성동구,성수2가 3동,아차산로,103,서울특별시 성동구 아차산로,서울특별시 성동구 아차산로 103,서울,성동구,성수동2가
농협은행,101556,부산광역시,해운대구,석대동 ,반송로513번길,10,부산광역시 해운대구 반송로513번길,부산광역시 해운대구 반송로513번길 10,부산,해운대구,석대동
농협은행,101572,부산광역시,수영구,남천동,광남로,35,부산광역시 수영구 광남로,부산광역시 수영구 광남로 35,부산,수영구,남천동
농협은행,101598,대구광역시,북구,산격동,유통단지로8길,13,대구광역시 북구 유통단지로8길,대구광역시 북구 유통단지로8길 13,대구,북구,산격동
농협은행,101637,광주광역시,북구,운암동,북문대로,27,광주광역시 북구 북문대로,광주광역시 북구 북문대로 27,광주,북구,운암동
농협은행,101640,광주광역시,북구,용봉동,비엔날레로,108,광주광역시 북구 비엔날레로,광주광역시 북구 비엔날레로 108,광주,북구,용봉동
농협은행,101653,대전광역시,서구,둔산동,둔산서로,63,대전광역시 서구 둔산서로,대전광역시 서구 둔산서로 63,대전,서구,둔산동
농협은행,101666,대전광역시,서구,월평동,월평중로,36,대전광역시 서구 월평중로,대전광역시 서구 월평중로 36,대전,서구,월평동
농협은행,101679,대전광역시,동구,홍도동,홍도로,1,대전광역시 동구 홍도로,대전광역시 동구 홍도로 1,대전,동구,홍도동
농협은행,101695,대구광역시,달서구,장기동,용산로,84,대구광역시 달서구 용산로,대구광역시 달서구 용산로 84,대구,달서구,장기동
농협은행,101734,인천광역시,남동구,고잔동,남동대로215번길,30,인천광역시 남동구 남동대로215번길,인천광역시 남동구 남동대로215번길 30,인천,남동구,고잔동
농협은행,101747,경기도,성남시,분당구,성남대로779번길,19,경기도 성남시 성남대로779번길,경기도 성남시 성남대로779번길 19,경기,성남시 분당구,이매동
농협은행,101750,울산광역시,남구,달동,삼산로,156,울산광역시 남구 삼산로,울산광역시 남구 삼산로 156,울산,남구,달동
농협은행,101763,부산광역시,동래구,안락동,안락로,132,부산광역시 동래구 안락로,부산광역시 동래구 안락로 132,부산,동래구,안락동
농협은행,101776,충청남도,계룡시,금암동,장안로,46,충청남도 계룡시 장안로,충청남도 계룡시 장안로 46,충남,계룡시,금암동
농협은행,101789,경상북도,구미시,송정동,백산로,136,경상북도 구미시 백산로,경상북도 구미시 백산로 136,경북,구미시,송정동
농협은행,101792,전라북도,전주시,완산구,효자로,280,전라북도 전주시 효자로,전라북도 전주시 효자로 280,전북,전주시 완산구,중화산동2가
농협은행,101802,충청북도,청주시,상당구,상당로,155,충청북도 청주시 상당로,충청북도 청주시 상당로 155,충북,청주시 상당구,북문로3가
농협은행,101815,충청북도,청주시,서원구,사직대로,227,충청북도 청주시 사직대로,충청북도 청주시 사직대로 227,충북,청주시 서원구,사직동
농협은행,101828,충청북도,청주시,청원구,직지대로,871,충청북도 청주시 직지대로,충청북도 청주시 직지대로 871,충북,청주시 청원구,우암동
농협은행,101831,전라북도,전주시,덕진구,기린대로,418,전라북도 전주시 기린대로,전라북도 전주시 기린대로 418,전북,전주시 덕진구,금암동
농협은행,101857,충청남도,천안시,동남구,신촌로,24,충청남도 천안시 신촌로,충청남도 천안시 신촌로 24,충남,천안시 동남구,신방동
농협은행,101860,경기도,의정부시,금오동,부용로,105,경기도 의정부시 부용로,경기도 의정부시 부용로 105,경기,의정부시,금오동
농협은행,101873,충청북도,청주시,흥덕구,대신로,132,충청북도 청주시 대신로,충청북도 청주시 대신로 132,충북,청주시 흥덕구,송정동
농협은행,101886,부산광역시,북구,금곡동,금곡대로,469,부산광역시 북구 금곡대로,부산광역시 북구 금곡대로 469,부산,북구,금곡동
농협은행,101899,경기도,고양시,일산동구,무궁화로,20-38,경기도 고양시 무궁화로,경기도 고양시 무궁화로 20-38,경기,고양시 일산동구,장항동
농협은행,101909,서울특별시,강서구,등촌1동,공항대로,525,서울특별시 강서구 공항대로,서울특별시 강서구 공항대로 525,서울,강서구,등촌동
농협은행,101912,서울특별시,강남구,역삼동,테헤란로,123,서울특별시 강남구 테헤란로,서울특별시 강남구 테헤란로 123,서울,강남구,역삼동
농협은행,101925,울산광역시,남구,삼산동,화합로,150,울산광역시 남구 화합로,울산광역시 남구 화합로 150,울산,남구,삼산동
농협은행,101938,경기도,성남시,분당구,정자일로,234,경기도 성남시 정자일로,경기도 성남시 정자일로 234,경기,성남시 분당구,정자동
농협은행,101941,경기도,용인시,수지구,만현로,Apr-82,경기도 용인시 만현로,경기도 용인시 만현로 30042,NAN,NAN,NAN
농협은행,101954,전라남도,광양시,광양읍,인덕로,1100,전라남도 광양시 인덕로,전라남도 광양시 인덕로 1100,전남,광양시,광양읍 칠성리
농협은행,101970,서울특별시,구로구,구로동,디지털로31길,38-21,서울특별시 구로구 디지털로31길,서울특별시 구로구 디지털로31길 38-21,서울,구로구,구로동
농협은행,101983,경상남도,김해시,대청동,번화1로79번길,2,경상남도 김해시 번화1로79번길,경상남도 김해시 번화1로79번길 2,경남,김해시,대청동
농협은행,101996,경기도,용인시,기흥구,보정로,109,경기도 용인시 보정로,경기도 용인시 보정로 109,경기,용인시 기흥구,보정동
농협은행,102034,서울특별시,노원구,공릉2동,공릉로,232,서울특별시 노원구 공릉로,서울특별시 노원구 공릉로 232,서울,노원구,공릉동
농협은행,102047,전라북도,전주시,완산구,효자로,225,전라북도 전주시 효자로,전라북도 전주시 효자로 225,전북,전주시 완산구,효자동3가
