고객명,관리부점명,본사주소,"기업
공개",회계 감사의견,"기업
규모",기준연월,당행_기준년도,당행_직전년도,당행_직직전년도,기준년도,매출액_기준년도,매출액_직전년도,매출액_직직전년도,영업이익_기준년도,영업이익_직전년도,영업이익_직직전년도,당기순이익_기준년도,당기순이익_직전년도,당기순이익_직직전년도,depth_1,depth_2,depth_3,x,y
(주)제이엘피코퍼레이션,목포지점,"서울 중구 삼일대로 363, 18층 5호,6호,7호",외감,적정,중소기업,202205,"1,000 ","1,317 ",0 ,2021,"120,930 ","90,372 ","85,810 ","3,345 ","1,089 ",396 ,"2,317 ",163 ,275 ,서울,중구,장교동,126.987052299704,37.5671565387212
(주)유일에스엔피,목포지점,전남 영암군 삼호읍 대불산단6로 69,외감,적정,중소기업,202205,"5,131 ","5,672 ","6,135 ",2021,"28,123 ","26,103 ","14,936 ",370 ,796 ,406 ,159 ,491 ,311 ,전남,영암군,삼호읍 난전리,126.437326926986,34.752163707867
세라코(주),목포지점,전남 나주시 봉황면 봉황농공단지길 134-7,외감,적정,중소기업,202205,"4,000 ","4,000 ","4,000 ",2021,"18,059 ","20,398 ","18,058 ",-641 ,"-1,090 ",672 ,-705 ,"-1,132 ",41 ,전남,나주시,봉황면 와우리,126.784564965153,34.9473289094152
(주)한맥코퍼레이션,목포지점,"서울 용산구 한강대로48길 7, 4층",외감,적정,중소기업,202205,"3,000 ","3,000 ","3,000 ",2021,"9,963 ","22,419 ","36,015 ",414 ,"2,630 ","3,986 ","1,082 ","1,482 ","3,323 ",서울,용산구,한강로2가,126.971060538911,37.5317742826075
(주)아이코디,목포지점,광주 북구 첨단연신로30번길 33,외감,적정,중소기업,202205,"10,359 ","9,324 ","6,126 ",2021,"14,988 ","12,520 ","16,370 ",882 ,802 ,"1,301 ","1,316 ",844 ,"1,186 ",광주,북구,연제동,126.867706357553,35.2004013608705
(주)창억떡집,목포지점,광주 동구 동계천로 170,일반,,중소기업,202205,"1,408 ","1,625 ","2,058 ",2021,"3,353 ","2,146 ","1,873 ",227 ,143 ,123 ,158 ,30 ,27 ,광주,동구,동명동,126.92759521861,35.1488344964577
(주)다원개발,목포지점,광주 북구 무등로 204,외감,적정,대기업,202205,"4,000 ","4,000 ","4,000 ",2021,"81,953 ","59,004 ","24,545 ","13,532 ","6,864 ","4,206 ","10,172 ","6,404 ","3,820 ",광주,북구,신안동,126.905877675952,35.164832678893
초동농장영농조합법인,목포지점,전남 함평군 함평읍 초동길 76-17,일반,,중소기업,202205,450 ,450 ,475 ,2021,"13,594 ","6,814 ","7,378 ","3,973 ",229 ,97 ,"3,865 ",70 ,92 ,전남,함평군,함평읍 만흥리,126.496573602742,35.0537588261805
중흥에스클래스주식회사,목포지점,광주 북구 무등로 204,외감,적정,대기업,202205,"5,000 ","5,000 ","5,000 ",2021,"30,010 ","349,126 ","453,662 ","1,901 ","72,797 ","117,742 ","18,689 ","44,878 ","89,164 ",광주,북구,신안동,126.905877675952,35.164832678893
HANG NAM VINA COMPANY LIMITED,목포지점,"Nhon Trach Industrial Zone 6, Long Tho Commune, Nhon Trach district, Dong Nai province",기타,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
와우코리아(주),목포지점,광주 북구 양일로18번길 11,외감,,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"17,540 ","18,859 ","16,417 ",704 ,"1,109 ",893 ,468 ,969 ,839 ,광주,북구,연제동,126.867053177287,35.1967753133481
기린정밀공업(주),목포지점,경기 용인시 처인구 양지면 주북로73번길 88,외감,적정,중소기업,202205,881 ,863 ,68 ,2021,"230,671 ","138,420 ","140,883 ","-4,328 ","1,511 ","3,071 ","-3,690 ","-2,478 ",812 ,경기,용인시 처인구,양지면 주북리,127.244344294821,37.2551943987053
가스코(주),목포지점,전남 화순군 동면 동농공길 26-2,일반,,중소기업,202205,"3,000 ","3,000 ","3,000 ",2021,"18,815 ","22,987 ","11,202 ",553 ,"1,976 ",795 ,428 ,"1,639 ",634 ,전남,화순군,동면 운농리,127.023431349669,35.021323328855
MODERN COASTAL FERRY NO.4 S.A.,목포지점,"PANAMA CITY, REPUBLIC OF PANAMA",기타,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
(주)빈센,목포지점,전남 영암군 삼호읍 대불주거1로 158,일반,적정,중소기업,202205,855 ,990 ,0 ,2021,208 ,445 ,"1,212 ","-2,782 ","-1,699 ",-387 ,"-2,793 ","-1,732 ",-391 ,전남,영암군,삼호읍 용앙리,126.449196870387,34.7500902062114
쏠에코(주),목포지점,전북 군산시 새만금북로 240,일반,,대기업,202205,"4,000 ","4,000 ",0 ,2021,"5,674 ",2 ,0 ,"-1,221 ",-800 ,-50 ,"-1,396 ",-866 ,-53 ,전북,군산시,오식도동,126.564224647635,35.9450930409324
주식회사 위더스에프앤비 농업회사법인,목포지점,전남 무안군 현경면 현남길 367,일반,,중소기업,202205,"2,769 ",626 ,0 ,2021,"1,336 ","1,271 ",799 ,-199 ,165 ,41 ,-193 ,158 ,46 ,전남,무안군,현경면 양학리,126.436695382913,34.9935793086268
설로인(주),목포지점,"서울 강남구 논현로 805, 지하 1층-1층",외감,적정,중소기업,202205,"28,000 ",0 ,0 ,2021,"19,551 ","8,083 ","2,561 ","-6,056 ","-1,746 ",-634 ,"-6,124 ","-2,130 ",-783 ,서울,강남구,신사동,127.027669010118,37.5206685650491
